timeStamp	elapsed	label	responseCode	responseMessage	threadName	dataType	success	failureMessage	bytes	sentBytes	grpThreads	allThreads	Latency	IdleTime	Connect
1498036413070	0	HTTP request2	Non HTTP response code: java.net.URISyntaxException	Non HTTP response message: Expected closing bracket for IPv6 address at index 13: http://[http://www.hsw.cn/]/	TestGroup 1-38	text	false	Test failed: text expected to contain /华商网/	1165	0	1	1	0	0	0
1498036413169	0	HTTP request	Non HTTP response code: java.net.URISyntaxException	Non HTTP response message: Expected closing bracket for IPv6 address at index 13: http://[http://www.baidu.com]/	TestGroup 1-39	text	false	Test failed: text expected to contain /百度一下/	1167	0	1	1	0	0	0
1498036413170	0	HTTP request2	Non HTTP response code: java.net.URISyntaxException	Non HTTP response message: Expected closing bracket for IPv6 address at index 13: http://[http://www.hsw.cn/]/	TestGroup 1-39	text	false	Test failed: text expected to contain /华商网/	1165	0	1	1	0	0	0
1498036413269	0	HTTP request	Non HTTP response code: java.net.URISyntaxException	Non HTTP response message: Expected closing bracket for IPv6 address at index 13: http://[http://www.baidu.com]/	TestGroup 1-40	text	false	Test failed: text expected to contain /百度一下/	1167	0	1	1	0	0	0
1498036413269	0	HTTP request2	Non HTTP response code: java.net.URISyntaxException	Non HTTP response message: Expected closing bracket for IPv6 address at index 13: http://[http://www.hsw.cn/]/	TestGroup 1-40	text	false	Test failed: text expected to contain /华商网/	1165	0	1	1	0	0	0
1498036413369	0	HTTP request	Non HTTP response code: java.net.URISyntaxException	Non HTTP response message: Expected closing bracket for IPv6 address at index 13: http://[http://www.baidu.com]/	TestGroup 1-41	text	false	Test failed: text expected to contain /百度一下/	1167	0	1	1	0	0	0
1498036413370	0	HTTP request2	Non HTTP response code: java.net.URISyntaxException	Non HTTP response message: Expected closing bracket for IPv6 address at index 13: http://[http://www.hsw.cn/]/	TestGroup 1-41	text	false	Test failed: text expected to contain /华商网/	1165	0	1	1	0	0	0
1498036413469	0	HTTP request	Non HTTP response code: java.net.URISyntaxException	Non HTTP response message: Expected closing bracket for IPv6 address at index 13: http://[http://www.baidu.com]/	TestGroup 1-42	text	false	Test failed: text expected to contain /百度一下/	1167	0	1	1	0	0	0
1498036413469	0	HTTP request2	Non HTTP response code: java.net.URISyntaxException	Non HTTP response message: Expected closing bracket for IPv6 address at index 13: http://[http://www.hsw.cn/]/	TestGroup 1-42	text	false	Test failed: text expected to contain /华商网/	1165	0	1	1	0	0	0
1498036413568	0	HTTP request	Non HTTP response code: java.net.URISyntaxException	Non HTTP response message: Expected closing bracket for IPv6 address at index 13: http://[http://www.baidu.com]/	TestGroup 1-43	text	false	Test failed: text expected to contain /百度一下/	1167	0	1	1	0	0	0
1498036413570	0	HTTP request2	Non HTTP response code: java.net.URISyntaxException	Non HTTP response message: Expected closing bracket for IPv6 address at index 13: http://[http://www.hsw.cn/]/	TestGroup 1-43	text	false	Test failed: text expected to contain /华商网/	1165	0	1	1	0	0	0
1498036413668	0	HTTP request	Non HTTP response code: java.net.URISyntaxException	Non HTTP response message: Expected closing bracket for IPv6 address at index 13: http://[http://www.baidu.com]/	TestGroup 1-44	text	false	Test failed: text expected to contain /百度一下/	1167	0	1	1	0	0	0
1498036413669	0	HTTP request2	Non HTTP response code: java.net.URISyntaxException	Non HTTP response message: Expected closing bracket for IPv6 address at index 13: http://[http://www.hsw.cn/]/	TestGroup 1-44	text	false	Test failed: text expected to contain /华商网/	1165	0	1	1	0	0	0
1498036413768	0	HTTP request	Non HTTP response code: java.net.URISyntaxException	Non HTTP response message: Expected closing bracket for IPv6 address at index 13: http://[http://www.baidu.com]/	TestGroup 1-45	text	false	Test failed: text expected to contain /百度一下/	1167	0	1	1	0	0	0
1498036413769	0	HTTP request2	Non HTTP response code: java.net.URISyntaxException	Non HTTP response message: Expected closing bracket for IPv6 address at index 13: http://[http://www.hsw.cn/]/	TestGroup 1-45	text	false	Test failed: text expected to contain /华商网/	1165	0	1	1	0	0	0
1498036413868	0	HTTP request	Non HTTP response code: java.net.URISyntaxException	Non HTTP response message: Expected closing bracket for IPv6 address at index 13: http://[http://www.baidu.com]/	TestGroup 1-46	text	false	Test failed: text expected to contain /百度一下/	1167	0	1	1	0	0	0
1498036413869	0	HTTP request2	Non HTTP response code: java.net.URISyntaxException	Non HTTP response message: Expected closing bracket for IPv6 address at index 13: http://[http://www.hsw.cn/]/	TestGroup 1-46	text	false	Test failed: text expected to contain /华商网/	1165	0	1	1	0	0	0
1498036413971	0	HTTP request	Non HTTP response code: java.net.URISyntaxException	Non HTTP response message: Expected closing bracket for IPv6 address at index 13: http://[http://www.baidu.com]/	TestGroup 1-47	text	false	Test failed: text expected to contain /百度一下/	1167	0	1	1	0	0	0
1498036413972	0	HTTP request2	Non HTTP response code: java.net.URISyntaxException	Non HTTP response message: Expected closing bracket for IPv6 address at index 13: http://[http://www.hsw.cn/]/	TestGroup 1-47	text	false	Test failed: text expected to contain /华商网/	1165	0	1	1	0	0	0
1498036414071	0	HTTP request	Non HTTP response code: java.net.URISyntaxException	Non HTTP response message: Expected closing bracket for IPv6 address at index 13: http://[http://www.baidu.com]/	TestGroup 1-48	text	false	Test failed: text expected to contain /百度一下/	1167	0	1	1	0	0	0
1498036414073	0	HTTP request2	Non HTTP response code: java.net.URISyntaxException	Non HTTP response message: Expected closing bracket for IPv6 address at index 13: http://[http://www.hsw.cn/]/	TestGroup 1-48	text	false	Test failed: text expected to contain /华商网/	1165	0	1	1	0	0	0
1498036414168	0	HTTP request	Non HTTP response code: java.net.URISyntaxException	Non HTTP response message: Expected closing bracket for IPv6 address at index 13: http://[http://www.baidu.com]/	TestGroup 1-49	text	false	Test failed: text expected to contain /百度一下/	1167	0	1	1	0	0	0
1498036414169	0	HTTP request2	Non HTTP response code: java.net.URISyntaxException	Non HTTP response message: Expected closing bracket for IPv6 address at index 13: http://[http://www.hsw.cn/]/	TestGroup 1-49	text	false	Test failed: text expected to contain /华商网/	1165	0	1	1	0	0	0
1498036414269	0	HTTP request	Non HTTP response code: java.net.URISyntaxException	Non HTTP response message: Expected closing bracket for IPv6 address at index 13: http://[http://www.baidu.com]/	TestGroup 1-50	text	false	Test failed: text expected to contain /百度一下/	1167	0	1	1	0	0	0
1498036414269	0	HTTP request2	Non HTTP response code: java.net.URISyntaxException	Non HTTP response message: Expected closing bracket for IPv6 address at index 13: http://[http://www.hsw.cn/]/	TestGroup 1-50	text	false	Test failed: text expected to contain /华商网/	1165	0	1	1	0	0	0
1498036414369	0	HTTP request	Non HTTP response code: java.net.URISyntaxException	Non HTTP response message: Expected closing bracket for IPv6 address at index 13: http://[http://www.baidu.com]/	TestGroup 1-51	text	false	Test failed: text expected to contain /百度一下/	1167	0	1	1	0	0	0
1498036414369	0	HTTP request2	Non HTTP response code: java.net.URISyntaxException	Non HTTP response message: Expected closing bracket for IPv6 address at index 13: http://[http://www.hsw.cn/]/	TestGroup 1-51	text	false	Test failed: text expected to contain /华商网/	1165	0	1	1	0	0	0
1498036414468	0	HTTP request	Non HTTP response code: java.net.URISyntaxException	Non HTTP response message: Expected closing bracket for IPv6 address at index 13: http://[http://www.baidu.com]/	TestGroup 1-52	text	false	Test failed: text expected to contain /百度一下/	1167	0	1	1	0	0	0
1498036414468	0	HTTP request2	Non HTTP response code: java.net.URISyntaxException	Non HTTP response message: Expected closing bracket for IPv6 address at index 13: http://[http://www.hsw.cn/]/	TestGroup 1-52	text	false	Test failed: text expected to contain /华商网/	1165	0	1	1	0	0	0
