timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1498028008984,0,HTTP请求,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Expected closing bracket for IPv6 address at index 13: http://[http://www.baidu.com]/,TestGroup 1-36,text,false,Test failed: text expected to contain /百度一下/,1167,0,1,1,0,0,0
1498028008987,0,HTTP请求,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Expected closing bracket for IPv6 address at index 13: http://[http://www.hsw.cn/]/,TestGroup 1-36,text,false,Test failed: text expected to contain /华商网/,1165,0,1,1,0,0,0
1498028009081,0,HTTP请求,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Expected closing bracket for IPv6 address at index 13: http://[http://www.baidu.com]/,TestGroup 1-37,text,false,Test failed: text expected to contain /百度一下/,1167,0,1,1,0,0,0
1498028009082,0,HTTP请求,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Expected closing bracket for IPv6 address at index 13: http://[http://www.hsw.cn/]/,TestGroup 1-37,text,false,Test failed: text expected to contain /华商网/,1165,0,1,1,0,0,0
1498028009182,0,HTTP请求,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Expected closing bracket for IPv6 address at index 13: http://[http://www.baidu.com]/,TestGroup 1-38,text,false,Test failed: text expected to contain /百度一下/,1167,0,1,1,0,0,0
1498028009182,0,HTTP请求,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Expected closing bracket for IPv6 address at index 13: http://[http://www.hsw.cn/]/,TestGroup 1-38,text,false,Test failed: text expected to contain /华商网/,1165,0,1,1,0,0,0
1498028009281,0,HTTP请求,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Expected closing bracket for IPv6 address at index 13: http://[http://www.baidu.com]/,TestGroup 1-39,text,false,Test failed: text expected to contain /百度一下/,1167,0,1,1,0,0,0
1498028009282,0,HTTP请求,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Expected closing bracket for IPv6 address at index 13: http://[http://www.hsw.cn/]/,TestGroup 1-39,text,false,Test failed: text expected to contain /华商网/,1165,0,1,1,0,0,0
1498028009382,0,HTTP请求,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Expected closing bracket for IPv6 address at index 13: http://[http://www.baidu.com]/,TestGroup 1-40,text,false,Test failed: text expected to contain /百度一下/,1167,0,1,1,0,0,0
1498028009382,0,HTTP请求,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Expected closing bracket for IPv6 address at index 13: http://[http://www.hsw.cn/]/,TestGroup 1-40,text,false,Test failed: text expected to contain /华商网/,1165,0,1,1,0,0,0
